User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Effective Charging Index,Charge Stress Index,Depth of Discharge Category,Thermal Stress Level,Fast Charging Ratio,Battery Aging Index
User_33,BMW i3,100.0,Station_198,New York,2024-01-02 08:00:00,2024-01-02 09:58:00,16.136238725396332,1.306927271746284,21.517815048554308,26.438194237490425,Evening,Monday,23.603991432132744,88.2000728013921,35.50388319357353,39.38401391534167,1.0,Level 2,Casual Driver,0.19113697873670957,0.9035135689645645,Deep,High Heat Stress,0.1754461676758362,0.1754461676758362
User_34,Tesla Model 3,62.0,Station_211,Houston,2024-01-02 09:00:00,2024-01-02 12:03:00,60.06708508895625,0.9991001884039166,7.651570046980447,18.034390040505443,Afternoon,Monday,22.881466625938916,51.43427868199236,46.35755886056615,13.991597483206988,1.0,Level 2,Casual Driver,2.105613370354095,0.29344216534461204,Deep,Cold Stress,0.29010306416605464,0.29010306416605464
User_35,Chevy Bolt,75.0,Station_402,Houston,2024-01-02 10:00:00,2024-01-02 13:32:00,57.72437946101146,1.8735815970397776,4.48564710517362,35.50300017025295,Afternoon,Friday,41.87247964240577,79.64797277486439,157.61465400806637,28.429807376567297,1.8091728675018728,DC Fast Charger,Long-Distance Traveler,0.8155986880598017,0.510022271133681,Moderate,Low Stress,0.9862528132298237,1.784301830192789
User_36,Hyundai Kona,75.0,Station_390,New York,2024-01-02 11:00:00,2024-01-02 14:16:00,37.37451606078376,2.8916769844807484,18.865801960923783,29.86624992587584,Evening,Tuesday,24.49220858439769,73.38017572592224,76.20353921863803,59.931973865971024,4.0,Level 1,Commuter,0.2643770917032435,0.34224326586471054,Deep,High Heat Stress,0.34936929523266425,1.397477180930657
User_37,Chevy Bolt,75.0,Station_45,Chicago,2024-01-02 12:00:00,2024-01-02 15:10:00,39.940563619980615,3.470003433537161,28.62519932675557,15.85532743055342,Evening,Thursday,85.85755579960261,50.403654740892144,102.43030218211146,31.46130901681466,1.0,DC Fast Charger,Casual Driver,-0.3246536248152375,1.8135780775724564,Shallow,High Heat Stress,0.7218455076693483,0.7218455076693483
User_38,Hyundai Kona,75.0,Station_97,New York,2024-01-02 13:00:00,2024-01-02 13:43:00,73.38661952275571,1.0404523051899732,38.45083190087793,15.882703983823514,Night,Wednesday,49.27538752823665,94.59708190417813,42.09574394400221,33.92957037271362,6.0,DC Fast Charger,Long-Distance Traveler,1.556282981333447,2.3400231651527075,Moderate,High Heat Stress,0.6390688456025535,3.834413073615321
User_39,Tesla Model 3,85.0,Station_279,Los Angeles,2024-01-02 14:00:00,2024-01-02 15:25:00,61.52075986084904,1.2804107080349374,12.510248962442,26.50571298106416,Afternoon,Monday,87.98462138000619,79.3884433831648,141.24375349788664,5.761050673536548,7.0,Level 2,Commuter,-5.5894232075915555,0.06251215394940159,Shallow,Cold Stress,0.11073111889402064,0.7751178322581445
User_40,Nissan Leaf,100.0,Station_23,Houston,2024-01-02 15:00:00,2024-01-02 16:50:00,68.17785003637414,3.2424460582484915,23.31161908295264,8.498571936835022,Morning,Thursday,17.040420024456118,56.07865100803714,130.37601376208403,-3.191455365646359,2.0,Level 2,Long-Distance Traveler,0.5386174414221063,0.31175025669755957,Deep,Cold Stress,0.2369401314373449,0.4738802628746898
User_41,BMW i3,79.7992037611215,Station_410,Los Angeles,2024-01-02 16:00:00,2024-01-02 18:58:00,67.51805822343026,1.9623405401552507,6.897878329777162,29.222361949491813,Night,Sunday,80.86258863357027,62.52531776559165,119.63099233488512,35.233158486596466,1.9692327223244,Level 2,Casual Driver,-1.8763371074904784,0.1411073986415286,Shallow,High Heat Stress,0.3649453382466764,0.7186623019351015
User_42,Tesla Model 3,100.0,Station_461,Houston,2024-01-02 17:00:00,2024-01-02 18:15:00,39.398742356080696,2.3977153605176023,20.46036486895017,26.619717748813557,Morning,Saturday,28.252298260726327,96.287092238838,111.01653950164392,19.78108389153856,2.941663235080507,Level 2,Commuter,0.24152031111616856,2.2383590392577335,Deep,Low Stress,0.08426487560226664,0.2478788865678202
User_43,BMW i3,85.0,Station_391,Houston,2024-01-02 18:00:00,2024-01-02 20:53:00,12.049319706245154,1.373881357931789,29.468944357780007,32.04209859904496,Night,Saturday,36.636852158024986,66.97610432369274,83.24522142563875,39.41613092437325,4.0,Level 1,Commuter,0.2890735962867481,0.6822996282749532,Moderate,High Heat Stress,0.24918663342539313,0.9967465337015725
User_44,Nissan Leaf,48.79648263973517,Station_335,San Francisco,2024-01-02 19:00:00,2024-01-02 19:45:00,77.0536063752363,3.030202685230273,8.388039538136447,6.364629693637992,Afternoon,Friday,15.144122471302746,84.3423268685863,144.01398119262163,22.069470800563764,1.0,DC Fast Charger,Casual Driver,0.3674738725162033,3.0263262785498544,Deep,Low Stress,0.9637281608315128,0.9637281608315128
User_45,Nissan Leaf,75.0,Station_44,Los Angeles,2024-01-02 20:00:00,2024-01-02 22:29:00,,3.296056589144087,5.114613366354828,30.037968888365,Morning,Wednesday,15.220938965012722,132.95201054959608,49.384266364222384,32.01457653994244,3.680052855954801,Level 2,Long-Distance Traveler,,1.0017562530984936,Deep,High Heat Stress,0.2932452089661124,1.0791578687508043
User_46,Tesla Model 3,62.0,Station_27,Los Angeles,2024-01-02 21:00:00,2024-01-02 22:53:00,46.80719594482398,3.877992452581901,16.91833198373123,10.608875787751984,Evening,Saturday,49.29876550655081,90.97067522699976,210.17109719106028,-0.0390790306437483,1.0,DC Fast Charger,Commuter,0.2896424829370845,0.436700447627657,Moderate,Cold Stress,0.8650089137415928,0.8650089137415928
User_47,Nissan Leaf,75.0,Station_282,San Francisco,2024-01-02 22:00:00,2024-01-03 01:06:00,67.47546614008147,2.1051170788531968,49.60079964847686,19.03070021272089,Night,Sunday,63.035941874368895,81.75095350359373,97.4539049287794,3.194124642496231,5.0,Level 1,Commuter,1.7126930581410191,0.5427136809782168,Moderate,Cold Stress,0.2863299858728354,1.4316499293641771
User_48,Hyundai Kona,62.0,Station_97,Chicago,2024-01-02 23:00:00,2024-01-02 23:37:00,30.710934027103814,1.6336686079712066,6.35266144526304,18.131831711875755,Morning,Wednesday,76.12005335845825,76.68243090588436,18.93451548845076,27.895176779200867,0.0,Level 2,Commuter,33.42728373845386,0.014793291747671727,Shallow,Low Stress,0.3636130082662564,0.0
User_49,Nissan Leaf,85.0,Station_463,Los Angeles,2024-01-03 00:00:00,2024-01-03 01:57:00,,1.743435263200667,14.149666187068805,13.112873665958404,Night,Monday,77.80942281830983,87.94811448093188,212.9403418082668,-4.446670670320875,1.0,Level 1,Casual Driver,,0.055433126547961196,Shallow,Cold Stress,0.0718732435480968,0.0718732435480968
User_50,BMW i3,100.0,Station_36,New York,2024-01-03 01:00:00,2024-01-03 03:40:00,8.713190575944605,2.2095428234972503,49.2753455894196,9.644101413904608,Afternoon,Saturday,27.196196012553663,86.89391764029943,170.47505412270155,5.37807958403098,6.0,Level 2,Long-Distance Traveler,0.06605672427894099,1.4264558318391296,Deep,Cold Stress,0.09501732996955106,0.5701039798173064
User_51,BMW i3,85.0,Station_109,San Francisco,2024-01-03 02:00:00,2024-01-03 02:48:00,9.06588081544948,0.5123781829612861,40.17800199145749,24.50189331007889,Morning,Tuesday,13.873858113381532,93.62842306259267,226.2193631647091,30.69198380180764,2.6163324827383008,DC Fast Charger,Casual Driver,0.22185224391414002,5.6333933857360075,Deep,High Heat Stress,0.9878338511058234,2.584501792196636
User_52,BMW i3,50.0,Station_55,Los Angeles,2024-01-03 03:00:00,2024-01-03 05:06:00,58.73397361690925,1.88926151834522,13.175727296302622,28.10231005717249,Morning,Saturday,83.86192690828396,71.37448250923295,57.38072425225101,1.941105156484872,3.0,Level 1,Commuter,-2.489566535496642,0.13677366570641603,Shallow,Cold Stress,0.07239078108379592,0.21717234325138773
User_53,BMW i3,50.0,Station_192,Chicago,2024-01-03 04:00:00,2024-01-03 05:35:00,65.98624912728606,3.3138023577161824,46.27844331315938,18.84961040539716,Morning,Wednesday,17.38966714207173,73.4380396237612,234.9966615729484,-7.719425911074026,0.0,Level 2,Long-Distance Traveler,0.3552743336592082,1.5384789975542557,Deep,Cold Stress,0.34175403734783166,0.0
User_54,Hyundai Kona,62.0,Station_219,Los Angeles,2024-01-03 05:00:00,2024-01-03 06:48:00,74.99970643372605,1.9113031543827848,35.92512612379792,34.08661865816688,Night,Tuesday,87.28930579942039,80.41641729522466,51.82835201742095,17.805383646122152,5.0,DC Fast Charger,Long-Distance Traveler,-5.709402860774423,0.48597875547178926,Shallow,Low Stress,0.9579309401710595,4.789654700855298
User_55,Chevy Bolt,100.0,Station_185,Houston,2024-01-03 06:00:00,2024-01-03 07:55:00,17.769436409407696,3.3140797633169585,34.45824193725993,9.798498137959154,Evening,Thursday,27.69749248619649,70.51026724863107,166.3114629994677,19.703359179359488,4.0,DC Fast Charger,Casual Driver,0.1252383452427204,2.342920602892702,Deep,Low Stress,0.8391599915244341,3.3566399660977364
User_56,Tesla Model 3,76.87610037599295,Station_69,New York,2024-01-03 07:00:00,2024-01-03 09:33:00,50.26893407436542,1.6783584198879236,36.303372348344666,38.94193996256931,Evening,Saturday,13.48827068689701,82.69521185847714,133.99209364319893,3.0428293410416227,0.0,DC Fast Charger,Casual Driver,0.4327781340617082,1.423596517058877,Deep,Cold Stress,0.9687496940092467,0.0
User_57,BMW i3,69.88407424915135,Station_317,San Francisco,2024-01-03 08:00:00,2024-01-03 11:51:00,76.45046498743068,3.873449980578508,11.339063162639302,30.192234438786446,Evening,Wednesday,63.67446343632872,55.389776083986256,191.93791499432749,10.424645029884408,2.0,Level 2,Commuter,-2.382352686734922,0.08630523281452208,Moderate,Cold Stress,0.1781221020010662,0.3562442040021324
User_58,Nissan Leaf,62.0,Station_130,Houston,2024-01-03 09:00:00,2024-01-03 12:59:00,77.86372676031044,0.9179022472670976,47.15400980350788,28.30319111612704,Afternoon,Saturday,56.91742176324378,57.46568225034442,129.3894111090679,38.46677944602198,3.0,DC Fast Charger,Casual Driver,154.72190558349374,0.028823188838998468,Moderate,High Heat Stress,0.6783931449676581,2.0351794349029744
User_59,BMW i3,100.0,Station_55,Chicago,2024-01-03 10:00:00,2024-01-03 12:59:00,21.89299267514347,1.285283896923329,25.37395430520664,8.637821690612405,Morning,Saturday,80.22553380560572,64.66736188293022,148.41561166314776,5.073167724155329,7.0,DC Fast Charger,Casual Driver,-1.0948320416555244,0.18864409970647736,Shallow,Cold Stress,0.6180909155642152,4.326636408949507
User_60,Nissan Leaf,100.0,Station_378,Houston,2024-01-03 11:00:00,2024-01-03 12:15:00,71.28000416235402,2.413754936898993,40.61639923013172,6.744728812226459,Evening,Wednesday,26.156597950855197,89.92458852765273,140.46521317115082,33.05773080632935,5.0,Level 2,Casual Driver,0.463096831303857,2.859464714452134,Deep,High Heat Stress,0.23718034057397097,1.1859017028698549
User_61,Nissan Leaf,62.0,Station_97,Houston,2024-01-03 12:00:00,2024-01-03 14:22:00,21.82768817738645,2.082100007126398,26.50712322152529,36.06804149617966,Evening,Tuesday,33.255985091753644,51.50113226723436,48.044387156223145,38.65644395728205,7.0,Level 1,Casual Driver,0.5745909538791136,0.5322181324880341,Moderate,High Heat Stress,0.06540954903400911,0.4578668432380638
User_62,BMW i3,75.0,Station_336,Chicago,2024-01-03 13:00:00,2024-01-03 15:00:00,62.723162291274086,2.117893349954352,30.9970269340748,30.04444235282833,Morning,Monday,82.84418006572773,72.83328568716698,282.9423217735824,32.852732623649764,7.0,DC Fast Charger,Casual Driver,-2.9583597147939753,0.46736298026585027,Shallow,High Heat Stress,0.7085396127095583,4.959777288966908
User_63,Hyundai Kona,124.31591138552656,Station_87,Houston,2024-01-03 14:00:00,2024-01-03 16:50:00,46.1951370011332,0.6505075790560018,47.87752355760527,30.86418085784876,Afternoon,Sunday,53.00518532661712,59.90164627311141,25.02725725569419,6.17125670947679,1.0,Level 2,Commuter,10.29716370727284,0.13394794382748587,Moderate,Cold Stress,0.387764928934115,0.387764928934115
User_64,Nissan Leaf,100.0,Station_294,San Francisco,2024-01-03 15:00:00,2024-01-03 16:02:00,29.34565985727085,2.482090675316866,6.871184621235036,24.64975872994209,Night,Saturday,85.33141901899155,67.47790562555141,127.02180106032571,34.06193919136979,0.0,Level 1,Long-Distance Traveler,-0.6622203807868362,0.12191962635715274,Shallow,High Heat Stress,0.10325337308045102,0.0
User_65,Nissan Leaf,50.0,Station_119,Los Angeles,2024-01-03 16:00:00,2024-01-03 18:42:00,76.93342189972203,2.1234202003251825,34.17685550275657,34.22830190454739,Night,Friday,27.1746153338806,92.14463369734484,295.8937220745894,7.9416880917232575,2.5918513275137545,DC Fast Charger,Casual Driver,0.5576556615303759,2.4592231443314927,Deep,Cold Stress,0.7123738038749523,1.8463669892593182
User_66,BMW i3,62.0,Station_208,Houston,2024-01-03 17:00:00,2024-01-03 18:46:00,59.25460166411963,1.2796206959579637,,12.220438303566691,Night,Thursday,77.03697398688679,91.82927487145972,167.29757277309406,35.27145068625696,7.0,Level 2,Long-Distance Traveler,3.1304379176907706,,Shallow,High Heat Stress,0.13007602568987794,0.9105321798291456
User_67,Nissan Leaf,100.0,Station_334,San Francisco,2024-01-03 18:00:00,2024-01-03 21:04:00,37.06292777850246,1.6090994326029475,15.230062587672052,37.87533457659361,Morning,Wednesday,7.520444726979813,67.79787265012489,98.14598101957088,16.483705935041975,2.0,Level 2,Long-Distance Traveler,0.382122076625023,0.9646917104777801,Deep,Low Stress,0.30938925027464026,0.6187785005492805
User_68,Nissan Leaf,85.0,Station_413,Los Angeles,2024-01-03 19:00:00,2024-01-03 21:30:00,67.69516175123809,0.8575824648349768,32.97506874142168,13.775619212920864,Afternoon,Saturday,22.48839981099202,86.77766611416524,81.28450037675881,-7.332648303750763,6.0,DC Fast Charger,Casual Driver,1.2278442153714473,0.748230544689743,Deep,Cold Stress,0.9208787923016158,5.525272753809695
User_69,BMW i3,75.0,Station_154,Los Angeles,2024-01-03 20:00:00,2024-01-03 22:37:00,16.41401693253662,1.702974822474663,,21.667786643873225,Morning,Sunday,36.950283611109775,77.13616493524884,188.47148981831265,18.53871081800196,7.0,Level 1,Casual Driver,0.23984637142948498,,Moderate,Low Stress,0.3879284180314179,2.7154989262199254
User_70,BMW i3,50.0,Station_35,Houston,2024-01-03 21:00:00,2024-01-03 22:47:00,67.00568214318923,3.608030961009233,4.092360865180499,14.42396639096435,Night,Monday,57.677660751028775,57.11286224854077,276.3684303122313,-2.7249027658978378,4.122767456931069,Level 1,Long-Distance Traveler,-32.881213772761484,0.0016093069537129964,Moderate,Cold Stress,0.18151581655345572,0.7483475014048571
User_71,Tesla Model 3,75.0,Station_79,San Francisco,2024-01-03 22:00:00,2024-01-04 01:01:00,70.61729259484447,3.2801429687726915,26.07041362744592,15.470777907245134,Evening,Wednesday,86.22602519571817,57.969655423091886,23.00399874929624,34.847907975386214,2.7713464837060098,Level 1,Commuter,-0.7619069312449809,0.9054344846998947,Shallow,High Heat Stress,0.0944201853385856,0.2616710486289589
